"Species","Guild","Body_mass"
"Erythrogenys swinhoei","Carnivore",0.0582
"Macronus ptilosus","Carnivore",0.018
"Macronus striaticeps","Carnivore",0.0165
"Mixornis bornensis","Carnivore",0.0118
"Mixornis flavicollis","Carnivore",0.02
"Mixornis gularis","Carnivore",0.0118
"Mixornis kelleyi","Carnivore",0.02
"Pomatorhinus ferruginosus","Carnivore",0.04
"Pomatorhinus horsfieldii","Carnivore",0.043
"Pomatorhinus melanurus","Carnivore",0.043
"Pomatorhinus montanus","Carnivore",0.0286
"Pomatorhinus musicus","Carnivore",0.0316
"Pomatorhinus ochraceiceps","Carnivore",0.034
"Pomatorhinus ruficollis","Carnivore",0.0316
"Pomatorhinus schisticeps","Omnivore",0.043
"Pomatorhinus superciliaris","Omnivore",0.028
"Spelaeornis badeigularis","Carnivore",0.006
"Spelaeornis caudatus","Carnivore",0.011
"Spelaeornis chocolatinus","Carnivore",0.0118
"Spelaeornis kinneari","Carnivore",0.0118
"Spelaeornis longicaudatus","Carnivore",0.012
"Spelaeornis oatesi","Carnivore",0.0118
"Spelaeornis reptatus","Carnivore",0.0118
"Spelaeornis troglodytoides","Carnivore",0.007
"Stachyris grammiceps","Carnivore",0.013
"Stachyris herberti","Carnivore",0.029
"Stachyris humei","Carnivore",0.0341
"Stachyris leucotis","Carnivore",0.0237
"Stachyris maculata","Carnivore",0.0292
"Stachyris nigriceps","Carnivore",0.0158
"Stachyris nigricollis","Carnivore",0.0262
"Stachyris nonggangensis","Carnivore",0.029
"Stachyris oglei","Carnivore",0.033
"Stachyris poliocephala","Carnivore",0.0233
"Stachyris roberti","Carnivore",0.0341
"Stachyris strialata","Carnivore",0.028
"Stachyris thoracica","Carnivore",0.012
"Timalia pileata","Carnivore",0.016
"Iodopleura fusca","Carnivore",0.0153
"Iodopleura isabellae","Carnivore",0.02
"Iodopleura pipra","Herbivore",0.01
"Laniisoma elegans","Omnivore",0.0474
"Laniocera hypopyrra","Carnivore",0.051
"Laniocera rufescens","Carnivore",0.0481
"Pachyramphus aglaiae","Omnivore",0.0297
"Pachyramphus albogriseus","Omnivore",0.0173
"Pachyramphus castaneus","Carnivore",0.0195
"Pachyramphus cinnamomeus","Carnivore",0.0203
"Pachyramphus homochrous","Omnivore",0.0373
"Pachyramphus major","Omnivore",0.0248
"Pachyramphus marginatus","Omnivore",0.0184
"Pachyramphus minor","Omnivore",0.0366
"Pachyramphus niger","Omnivore",0.0402
"Pachyramphus polychopterus","Omnivore",0.0208
"Pachyramphus rufus","Carnivore",0.0188
"Pachyramphus spodiurus","Carnivore",0.0182
"Pachyramphus surinamus","Carnivore",0.0197
"Pachyramphus validus","Carnivore",0.043
"Pachyramphus versicolor","Carnivore",0.0155
"Pachyramphus viridis","Carnivore",0.021
"Schiffornis aenea","Omnivore",0.0317
"Schiffornis major","Omnivore",0.031
"Schiffornis olivacea","Omnivore",0.0295
"Schiffornis stenorhyncha","Omnivore",0.0317
"Schiffornis turdina","Omnivore",0.0317
"Schiffornis veraepacis","Omnivore",0.0311
"Schiffornis virescens","Omnivore",0.0256
"Tityra cayana","Herbivore",0.0681
"Tityra inquisitor","Herbivore",0.0431
"Tityra semifasciata","Herbivore",0.0793
"Xenopsaris albinucha","Carnivore",0.01
"Campylorhynchus albobrunneus","Carnivore",0.0329
"Campylorhynchus brunneicapillus","Carnivore",0.0389
"Campylorhynchus chiapensis","Carnivore",0.0509
"Campylorhynchus fasciatus","Carnivore",0.03
"Campylorhynchus griseus","Carnivore",0.0424
"Campylorhynchus gularis","Carnivore",0.0301
"Campylorhynchus jocosus","Omnivore",0.0276
"Campylorhynchus megalopterus","Carnivore",0.0331
"Campylorhynchus nuchalis","Carnivore",0.0232
"Campylorhynchus rufinucha","Carnivore",0.031
"Campylorhynchus turdinus","Carnivore",0.0326
"Campylorhynchus yucatanicus","Carnivore",0.0355
"Campylorhynchus zonatus","Carnivore",0.0346
"Cantorchilus elutus","Carnivore",0.0197
"Cantorchilus griseus","Carnivore",0.0191
"Cantorchilus guarayanus","Carnivore",0.0135
"Cantorchilus leucopogon","Carnivore",0.0191
"Cantorchilus leucotis","Carnivore",0.0194
"Cantorchilus longirostris","Carnivore",0.0213
"Cantorchilus modestus","Carnivore",0.0176
"Cantorchilus nigricapillus","Carnivore",0.0239
"Cantorchilus semibadius","Carnivore",0.017
"Cantorchilus superciliaris","Carnivore",0.0228
"Cantorchilus thoracicus","Carnivore",0.0176
"Cantorchilus zeledoni","Carnivore",0.0235
"Catherpes mexicanus","Carnivore",0.012
"Cinnycerthia fulva","Carnivore",0.0165
"Cinnycerthia olivascens","Carnivore",0.0244
"Cinnycerthia peruana","Carnivore",0.0195
"Cinnycerthia unirufa","Carnivore",0.0294
"Cistothorus apolinari","Carnivore",0.0177
"Cistothorus meridae","Carnivore",0.0097
"Cistothorus palustris","Carnivore",0.0108
"Cistothorus platensis","Carnivore",0.009
"Cistothorus stellaris","Carnivore",0.009
"Cyphorhinus arada","Carnivore",0.0209
"Cyphorhinus phaeocephalus","Carnivore",0.0246
"Cyphorhinus thoracicus","Carnivore",0.0313
"Ferminia cerverai","Carnivore",0.026
"Henicorhina anachoreta","Carnivore",0.0162
"Henicorhina leucophrys","Carnivore",0.0162
"Henicorhina leucoptera","Carnivore",0.0136
"Henicorhina leucosticta","Carnivore",0.0142
"Henicorhina negreti","Carnivore",0.0159
"Hylorchilus navai","Carnivore",0.0293
"Hylorchilus sumichrasti","Carnivore",0.0284
"Microcerculus bambla","Carnivore",0.0191
"Microcerculus marginatus","Carnivore",0.0182
"Microcerculus philomela","Carnivore",0.0178
"Microcerculus ustulatus","Carnivore",0.021
"Odontorchilus branickii","Carnivore",0.0096
"Odontorchilus cinereus","Carnivore",0.011
"Pheugopedius atrogularis","Carnivore",0.0242
"Pheugopedius coraya","Carnivore",0.0172
"Pheugopedius eisenmanni","Carnivore",0.0231
"Pheugopedius euophrys","Carnivore",0.0303
"Pheugopedius fasciatoventris","Carnivore",0.024
"Pheugopedius felix","Carnivore",0.0128
"Pheugopedius genibarbis","Carnivore",0.0192
"Pheugopedius maculipectus","Carnivore",0.015
"Pheugopedius mystacalis","Carnivore",0.029
"Pheugopedius rutilus","Carnivore",0.0165
"Pheugopedius sclateri","Carnivore",0.02
"Pheugopedius spadix","Carnivore",0.0191
"Salpinctes obsoletus","Carnivore",0.0164
"Thryomanes bewickii","Carnivore",0.0099
"Thryophilus nicefori","Carnivore",0.0249
"Thryophilus pleurostictus","Carnivore",0.0177
"Thryophilus rufalbus","Carnivore",0.0249
"Thryophilus sernai","Carnivore",0.0249
"Thryophilus sinaloa","Carnivore",0.0151
"Thryorchilus browni","Carnivore",0.014
"Thryothorus ludovicianus","Carnivore",0.019
"Troglodytes aedon","Carnivore",0.0109
"Troglodytes cobbi","Carnivore",0.0191
"Troglodytes hiemalis","Carnivore",0.0089
"Troglodytes monticola","Carnivore",0.009
"Troglodytes ochraceus","Carnivore",0.0094
"Troglodytes pacificus","Carnivore",0.0094
"Troglodytes rufociliatus","Carnivore",0.01
"Troglodytes rufulus","Carnivore",0.0161
"Troglodytes sissonii","Carnivore",0.0078
"Troglodytes solstitialis","Carnivore",0.0114
"Troglodytes tanneri","Carnivore",0.012
"Troglodytes troglodytes","Carnivore",0.0097
"Uropsila leucogastra","Carnivore",0.009
"Cataponera turdoides","Omnivore",0.0897
"Catharus aurantiirostris","Omnivore",0.0298
"Catharus bicknelli","Carnivore",0.0278
"Catharus dryas","Omnivore",0.0377
"Catharus frantzii","Omnivore",0.0289
"Catharus fuscater","Omnivore",0.0337
"Catharus fuscescens","Carnivore",0.0319
"Catharus gracilirostris","Omnivore",0.021
"Catharus guttatus","Omnivore",0.0301
"Catharus maculatus","Omnivore",0.0377
"Catharus mexicanus","Omnivore",0.033
"Catharus minimus","Carnivore",0.0316
"Catharus occidentalis","Omnivore",0.0262
"Catharus ustulatus","Omnivore",0.0303
"Chlamydochaera jefferyi","Herbivore",0.0651
"Cichlopsis leucogenys","Carnivore",0.0538
"Cochoa azurea","Omnivore",0.1115
"Cochoa beccarii","Herbivore",0.1115
"Cochoa purpurea","Omnivore",0.103
"Cochoa viridis","Omnivore",0.12
"Entomodestes coracinus","Herbivore",0.056
"Entomodestes leucotis","Herbivore",0.0617
"Geokichla camaronensis","Carnivore",0.044
"Geokichla cinerea","Omnivore",0.063
"Geokichla citrina","Omnivore",0.0533
"Geokichla crossleyi","Carnivore",0.072
"Geokichla dohertyi","Carnivore",0.0563
"Geokichla dumasi","Carnivore",0.0495
"Geokichla erythronota","Carnivore",0.0563
"Geokichla gurneyi","Carnivore",0.0579
"Geokichla guttata","Omnivore",0.0575
"Geokichla interpres","Carnivore",0.0819
"Geokichla joiceyi","Carnivore",0.0495
"Geokichla leucolaema","Carnivore",0.0495
"Geokichla mendeni","Carnivore",0.0563
"Geokichla oberlaenderi","Carnivore",0.0434
"Geokichla peronii","Carnivore",0.0495
"Geokichla piaggiae","Omnivore",0.0511
"Geokichla princei","Carnivore",0.0654
"Geokichla schistacea","Carnivore",0.0495
"Geokichla sibirica","Omnivore",0.0755
"Geokichla spiloptera","Carnivore",0.07
"Geokichla wardii","Omnivore",0.0586
"Grandala coelicolor","Omnivore",0.0456
"Hylocichla mustelina","Omnivore",0.0501
"Ixoreus naevius","Omnivore",0.0775
"Myadestes coloratus","Herbivore",0.0289
"Myadestes elisabeth","Omnivore",0.03
"Myadestes genibarbis","Omnivore",0.0292
"Myadestes lanaiensis","Herbivore",0.05
"Myadestes melanops","Herbivore",0.0321
"Myadestes obscurus","Herbivore",0.0504
"Myadestes occidentalis","Herbivore",0.0364
"Myadestes palmeri","Herbivore",0.0396
"Myadestes ralloides","Omnivore",0.0291
"Myadestes townsendi","Omnivore",0.0332
"Myadestes unicolor","Herbivore",0.0379
"Neocossyphus finschi","Carnivore",0.037
"Neocossyphus fraseri","Carnivore",0.0357
"Neocossyphus poensis","Carnivore",0.0518
"Neocossyphus rufus","Carnivore",0.0659
"Otocichla mupinensis","Omnivore",0.0625
"Psophocichla litsitsirupa","Carnivore",0.074
"Ridgwayia pinicola","Omnivore",0.088
"Sialia currucoides","Omnivore",0.0296
"Sialia mexicana","Omnivore",0.0264
"Sialia sialis","Carnivore",0.0275
"Turdus abyssinicus","Omnivore",0.0673
"Turdus albicollis","Omnivore",0.054
"Turdus albocinctus","Omnivore",0.0994
"Turdus amaurochalinus","Omnivore",0.0579
"Turdus arthuri","Omnivore",0.0638
"Turdus assimilis","Omnivore",0.0702
"Turdus atrogularis","Omnivore",0.106
"Turdus aurantius","Carnivore",0.0819
"Turdus bewsheri","Omnivore",0.0633
"Turdus boulboul","Omnivore",0.0971
"Turdus cardis","Omnivore",0.0589
"Turdus celaenops","Omnivore",0.0845
"Turdus chiguanco","Omnivore",0.0933
"Turdus chrysolaus","Omnivore",0.0654
"Turdus dissimilis","Omnivore",0.075
"Turdus eremita","Carnivore",0.091
"Turdus eunomus","Omnivore",0.0732
"Turdus falcklandii","Omnivore",0.0939
"Turdus feae","Omnivore",0.071
"Turdus flavipes","Omnivore",0.0651
"Turdus fulviventris","Omnivore",0.07
"Turdus fumigatus","Omnivore",0.0757
"Turdus fuscater","Omnivore",0.143
"Turdus grayi","Omnivore",0.0795
"Turdus haplochrous","Omnivore",0.084
"Turdus hauxwelli","Omnivore",0.069
"Turdus helleri","Carnivore",0.0687
"Turdus hortulorum","Carnivore",0.0667
"Turdus ignobilis","Omnivore",0.0638
"Turdus iliacus","Omnivore",0.0612
"Turdus infuscatus","Omnivore",0.0724
"Turdus jamaicensis","Omnivore",0.0591
"Turdus kessleri","Omnivore",0.0763
"Turdus lawrencii","Omnivore",0.0726
"Turdus leucomelas","Herbivore",0.0691
"Turdus leucops","Herbivore",0.0624
"Turdus lherminieri","Omnivore",0.105
"Turdus libonyana","Carnivore",0.0606
"Turdus ludoviciae","Omnivore",0.062
"Turdus maculirostris","Omnivore",0.0696
"Turdus mandarinus","Omnivore",0.1027
"Turdus maranonicus","Omnivore",0.07
"Turdus maximus","Omnivore",0.0895
"Turdus menachensis","Omnivore",0.0754
"Turdus merula","Omnivore",0.1027
"Turdus migratorius","Omnivore",0.0785
"Turdus murinus","Omnivore",0.0638
"Turdus naumanni","Omnivore",0.0732
"Turdus nigrescens","Omnivore",0.096
"Turdus nigriceps","Omnivore",0.0527
"Turdus niveiceps","Omnivore",0.0616
"Turdus nudigenis","Omnivore",0.0639
"Turdus obscurus","Omnivore",0.0626
"Turdus obsoletus","Omnivore",0.0748
"Turdus olivaceofuscus","Omnivore",0.087
"Turdus olivaceus","Omnivore",0.0673
"Turdus olivater","Omnivore",0.0866
"Turdus pallidus","Omnivore",0.0721
"Turdus pelios","Omnivore",0.0654
"Turdus philomelos","Omnivore",0.0677
"Turdus pilaris","Carnivore",0.106
"Turdus plebejus","Omnivore",0.0863
"Turdus plumbeus","Carnivore",0.0753
"Turdus poliocephalus","Omnivore",0.0616
"Turdus reevei","Omnivore",0.061
"Turdus roehli","Omnivore",0.0673
"Turdus rubrocanus","Omnivore",0.0922
"Turdus ruficollis","Omnivore",0.0806
"Turdus rufitorques","Omnivore",0.072
"Turdus rufiventris","Omnivore",0.0694
"Turdus rufopalliatus","Omnivore",0.075
"Turdus sanchezorum","Omnivore",0.068
"Turdus serranus","Omnivore",0.0849
"Turdus simillimus","Omnivore",0.1027
"Turdus smithi","Omnivore",0.0778
"Turdus subalaris","Omnivore",0.0495
"Turdus swalesi","Omnivore",0.075
"Turdus tephronotus","Omnivore",0.0494
"Turdus torquatus","Omnivore",0.109
"Turdus unicolor","Omnivore",0.0642
"Turdus viscivorus","Omnivore",0.1174
"Turdus xanthorhynchus","Omnivore",0.0825
"Zoothera andromedae","Carnivore",0.0905
"Zoothera atrigena","Carnivore",0.0653
"Zoothera aurea","Carnivore",0.1341
"Zoothera dauma","Carnivore",0.1341
"Zoothera dixoni","Carnivore",0.09
"Zoothera everetti","Carnivore",0.0819
"Zoothera griseiceps","Omnivore",0.0982
"Zoothera heinei","Carnivore",0.0828
"Zoothera heinrichi","Carnivore",0.0732
"Zoothera imbricata","Carnivore",0.1341
"Zoothera lunulata","Carnivore",0.13
"Zoothera machiki","Carnivore",0.0819
"Zoothera major","Carnivore",0.172
"Zoothera margaretae","Carnivore",0.0653
"Zoothera marginata","Carnivore",0.081
"Zoothera mollissima","Omnivore",0.0982
"Zoothera monticola","Carnivore",0.126
"Zoothera neilgherriensis","Carnivore",0.1341
"Zoothera salimalii","Omnivore",0.0982
"Zoothera talaseae","Carnivore",0.0653
"Zoothera turipavae","Carnivore",0.0653
"Agriornis albicauda","Carnivore",0.053
"Agriornis lividus","Carnivore",0.0991
"Agriornis micropterus","Carnivore",0.0678
"Agriornis montanus","Carnivore",0.0633
"Agriornis murinus","Carnivore",0.0299
"Alectrurus risora","Carnivore",0.021
"Alectrurus tricolor","Carnivore",0.016
"Anairetes alpinus","Carnivore",0.009
"Anairetes fernandezianus","Carnivore",0.0069
"Anairetes flavirostris","Carnivore",0.006
"Anairetes nigrocristatus","Carnivore",0.0092
"Anairetes parulus","Carnivore",0.0062
"Anairetes reguloides","Carnivore",0.0059
"Aphanotriccus audax","Carnivore",0.0112
"Aphanotriccus capitalis","Carnivore",0.0118
"Arundinicola leucocephala","Carnivore",0.0138
"Atalotriccus pilaris","Carnivore",0.0068
"Attila bolivianus","Carnivore",0.0395
"Attila cinnamomeus","Carnivore",0.0388
"Attila citriniventris","Carnivore",0.0337
"Attila phoenicurus","Carnivore",0.0323
"Attila rufus","Carnivore",0.0426
"Attila spadiceus","Carnivore",0.0391
"Attila torridus","Omnivore",0.046
"Calyptura cristata","Omnivore",0.0078
"Camptostoma imberbe","Carnivore",0.0074
"Camptostoma obsoletum","Carnivore",0.0081
"Capsiempis flaveola","Carnivore",0.0077
"Casiornis fuscus","Carnivore",0.0195
"Casiornis rufus","Carnivore",0.0248
"Cnemarchus erythropygius","Carnivore",0.041
"Cnemarchus rufipennis","Carnivore",0.0345
"Cnemotriccus fuscatus","Carnivore",0.0136
"Cnipodectes subbrunneus","Carnivore",0.0232
"Cnipodectes superrufus","Carnivore",0.0323
"Colonia colonus","Carnivore",0.0183
"Colorhamphus parvirostris","Carnivore",0.0106
"Conopias albovittatus","Carnivore",0.0244
"Conopias cinchoneti","Omnivore",0.025
"Conopias parvus","Carnivore",0.021
"Conopias trivirgatus","Carnivore",0.021
"Contopus albogularis","Carnivore",0.0096
"Contopus caribaeus","Carnivore",0.0105
"Contopus cinereus","Carnivore",0.0116
"Contopus cooperi","Carnivore",0.0321
"Contopus fumigatus","Carnivore",0.0199
"Contopus hispaniolensis","Carnivore",0.0117
"Contopus latirostris","Carnivore",0.0112
"Contopus lugubris","Carnivore",0.0215
"Contopus nigrescens","Carnivore",0.0095
"Contopus ochraceus","Carnivore",0.023
"Contopus pallidus","Carnivore",0.0093
"Contopus pertinax","Carnivore",0.0272
"Contopus sordidulus","Carnivore",0.0131
"Contopus virens","Carnivore",0.0139
"Corythopis delalandi","Carnivore",0.015
"Corythopis torquatus","Carnivore",0.0143
"Culicivora caudacuta","Carnivore",0.0061
"Elaenia albiceps","Omnivore",0.0155
"Elaenia brachyptera","Omnivore",0.0154
"Elaenia chiriquensis","Omnivore",0.0154
"Elaenia cristata","Carnivore",0.0182
"Elaenia dayi","Carnivore",0.0345
"Elaenia fallax","Omnivore",0.0144
"Elaenia flavogaster","Omnivore",0.0248
"Elaenia frantzii","Herbivore",0.0196
"Elaenia gigas","Omnivore",0.031
"Elaenia martinica","Omnivore",0.0208
"Elaenia mesoleuca","Omnivore",0.0176
"Elaenia obscura","Omnivore",0.0239
"Elaenia olivina","Omnivore",0.0178
"Elaenia pallatangae","Omnivore",0.0178
"Elaenia parvirostris","Carnivore",0.0138
"Elaenia pelzelni","Omnivore",0.0273
"Elaenia ridleyana","Carnivore",0.033
"Elaenia ruficeps","Carnivore",0.0187
"Elaenia sordida","Omnivore",0.0239
"Elaenia spectabilis","Omnivore",0.0273
"Elaenia strepera","Carnivore",0.0193
"Empidonax affinis","Carnivore",0.0113
"Empidonax albigularis","Carnivore",0.0096
"Empidonax alnorum","Carnivore",0.0127
"Empidonax atriceps","Carnivore",0.009
"Empidonax difficilis","Carnivore",0.0107
"Empidonax flavescens","Carnivore",0.0125
"Empidonax flaviventris","Carnivore",0.0118
"Empidonax fulvifrons","Carnivore",0.0079
"Empidonax hammondii","Carnivore",0.0104
"Empidonax minimus","Carnivore",0.01
"Empidonax oberholseri","Carnivore",0.0104
"Empidonax occidentalis","Carnivore",0.0116
"Empidonax traillii","Carnivore",0.0134
"Empidonax virescens","Carnivore",0.0126
"Empidonax wrightii","Carnivore",0.0123
"Empidonomus aurantioatrocristatus","Carnivore",0.033
"Empidonomus varius","Omnivore",0.0271
"Euscarthmus fulviceps","Carnivore",0.0068
"Euscarthmus meloryphus","Carnivore",0.0068
"Euscarthmus rufomarginatus","Carnivore",0.006
"Fluvicola albiventer","Carnivore",0.0116
"Fluvicola nengeta","Carnivore",0.021
"Fluvicola pica","Carnivore",0.0123
"Gubernetes yetapa","Carnivore",0.0684
"Guyramemua affine","Carnivore",0.0228
"Hemitriccus cinnamomeipectus","Carnivore",0.0075
"Hemitriccus cohnhafti","Carnivore",0.009
"Hemitriccus diops","Carnivore",0.01
"Hemitriccus flammulatus","Carnivore",0.01
"Hemitriccus furcatus","Carnivore",0.0094
"Hemitriccus granadensis","Carnivore",0.0079
"Hemitriccus griseipectus","Carnivore",0.009
"Hemitriccus inornatus","Carnivore",0.0083
"Hemitriccus iohannis","Carnivore",0.01
"Hemitriccus josephinae","Carnivore",0.0108
"Hemitriccus kaempferi","Carnivore",0.0085
"Hemitriccus margaritaceiventer","Carnivore",0.0084
"Hemitriccus minimus","Carnivore",0.007
"Hemitriccus minor","Carnivore",0.0074
"Hemitriccus mirandae","Carnivore",0.01
"Hemitriccus nidipendulus","Carnivore",0.0075
"Hemitriccus obsoletus","Carnivore",0.0116
"Hemitriccus orbitatus","Carnivore",0.0097
"Hemitriccus rufigularis","Carnivore",0.0094
"Hemitriccus spodiops","Carnivore",0.0072
"Hemitriccus striaticollis","Carnivore",0.0086
"Hemitriccus zosterops","Carnivore",0.0087
"Heteroxolmis dominicana","Carnivore",0.0428
"Hirundinea ferruginea","Carnivore",0.0306
"Hymenops perspicillatus","Carnivore",0.0229
"Inezia caudata","Carnivore",0.0075
"Inezia inornata","Carnivore",0.012
"Inezia subflava","Carnivore",0.0084
"Inezia tenuirostris","Carnivore",0.005
"Knipolegus aterrimus","Carnivore",0.0202
"Knipolegus cabanisi","Carnivore",0.0178
"Knipolegus cyanirostris","Carnivore",0.0154
"Knipolegus franciscanus","Carnivore",0.0205
"Knipolegus hudsoni","Carnivore",0.0138
"Knipolegus lophotes","Carnivore",0.0318
"Knipolegus nigerrimus","Carnivore",0.0203
"Knipolegus orenocensis","Carnivore",0.019
"Knipolegus poecilocercus","Carnivore",0.0143
"Knipolegus poecilurus","Carnivore",0.0146
"Knipolegus signatus","Carnivore",0.0178
"Knipolegus striaticeps","Carnivore",0.011
"Lathrotriccus euleri","Carnivore",0.0113
"Lathrotriccus griseipectus","Carnivore",0.011
"Legatus leucophaius","Herbivore",0.0222
"Leptopogon amaurocephalus","Carnivore",0.0117
"Leptopogon rufipectus","Carnivore",0.0134
"Leptopogon superciliaris","Carnivore",0.0117
"Leptopogon taczanowskii","Carnivore",0.0115
"Lessonia oreas","Carnivore",0.0138
"Lessonia rufa","Carnivore",0.0134
"Lophotriccus eulophotes","Carnivore",0.006
"Lophotriccus galeatus","Carnivore",0.0066
"Lophotriccus pileatus","Carnivore",0.0075
"Lophotriccus vitiosus","Carnivore",0.0067
"Machetornis rixosa","Carnivore",0.0296
"Mecocerculus calopterus","Carnivore",0.007
"Mecocerculus hellmayri","Carnivore",0.008
"Mecocerculus leucophrys","Carnivore",0.011
"Mecocerculus minor","Carnivore",0.011
"Mecocerculus poecilocercus","Carnivore",0.0077
"Mecocerculus stictopterus","Carnivore",0.0094
"Megarynchus pitangua","Carnivore",0.0699
"Mionectes macconnelli","Carnivore",0.0135
"Mionectes oleagineus","Herbivore",0.0112
"Mionectes olivaceus","Herbivore",0.0153
"Mionectes roraimae","Carnivore",0.0135
"Mionectes rufiventris","Omnivore",0.0133
"Mionectes striaticollis","Omnivore",0.015
"Mitrephanes olivaceus","Carnivore",0.01
"Mitrephanes phaeocercus","Carnivore",0.0086
"Muscigralla brevicauda","Carnivore",0.0126
"Muscipipra vetula","Carnivore",0.027
"Muscisaxicola albifrons","Carnivore",0.034
"Muscisaxicola albilora","Carnivore",0.0226
"Muscisaxicola alpinus","Carnivore",0.0261
"Muscisaxicola capistratus","Carnivore",0.0266
"Muscisaxicola cinereus","Carnivore",0.0186
"Muscisaxicola flavinucha","Carnivore",0.0362
"Muscisaxicola frontalis","Carnivore",0.0289
"Muscisaxicola griseus","Carnivore",0.0202
"Muscisaxicola juninensis","Carnivore",0.0222
"Muscisaxicola maclovianus","Carnivore",0.0238
"Muscisaxicola maculirostris","Carnivore",0.0142
"Muscisaxicola rufivertex","Carnivore",0.02
"Myiarchus antillarum","Carnivore",0.0234
"Myiarchus apicalis","Omnivore",0.0292
"Myiarchus barbirostris","Carnivore",0.0134
"Myiarchus cephalotes","Carnivore",0.0263
"Myiarchus cinerascens","Carnivore",0.0282
"Myiarchus crinitus","Omnivore",0.0321
"Myiarchus ferox","Omnivore",0.0275
"Myiarchus magnirostris","Carnivore",0.0147
"Myiarchus nugator","Carnivore",0.037
"Myiarchus nuttingi","Omnivore",0.023
"Myiarchus oberi","Omnivore",0.0347
"Myiarchus panamensis","Omnivore",0.0317
"Myiarchus phaeocephalus","Carnivore",0.0263
"Myiarchus sagrae","Omnivore",0.0193
"Myiarchus semirufus","Carnivore",0.0225
"Myiarchus stolidus","Carnivore",0.0208
"Myiarchus swainsoni","Carnivore",0.0251
"Myiarchus tuberculifer","Carnivore",0.0177
"Myiarchus tyrannulus","Carnivore",0.0355
"Myiarchus validus","Omnivore",0.0406
"Myiarchus venezuelensis","Omnivore",0.0298
"Myiarchus yucatanensis","Carnivore",0.0196
"Myiodynastes bairdii","Omnivore",0.045
"Myiodynastes chrysocephalus","Omnivore",0.0383
"Myiodynastes hemichrysus","Omnivore",0.0434
"Myiodynastes luteiventris","Omnivore",0.0469
"Myiodynastes maculatus","Carnivore",0.0432
"Myiopagis caniceps","Carnivore",0.0105
"Myiopagis cotta","Carnivore",0.0116
"Myiopagis flavivertex","Carnivore",0.0118
"Myiopagis gaimardii","Carnivore",0.012
"Myiopagis olallai","Carnivore",0.0121
"Myiopagis subplacens","Carnivore",0.0159
"Myiopagis viridicata","Omnivore",0.0115
"Myiophobus cryptoxanthus","Carnivore",0.0098
"Myiophobus fasciatus","Carnivore",0.0099
"Myiophobus flavicans","Carnivore",0.0127
"Myiophobus inornatus","Carnivore",0.0112
"Myiophobus phoenicomitra","Carnivore",0.011
"Myiophobus roraimae","Carnivore",0.0136
"Myiornis albiventris","Carnivore",0.0055
"Myiornis atricapillus","Carnivore",0.0057
"Myiornis auricularis","Carnivore",0.0053
"Myiornis ecaudatus","Carnivore",0.0053
"Myiotheretes fumigatus","Carnivore",0.0334
"Myiotheretes fuscorufus","Carnivore",0.0317
"Myiotheretes pernix","Carnivore",0.033
"Myiotheretes striaticollis","Carnivore",0.0612
"Myiotriccus ornatus","Carnivore",0.0099
"Myiozetetes cayanensis","Carnivore",0.0259
"Myiozetetes granadensis","Omnivore",0.0293
"Myiozetetes luteiventris","Omnivore",0.019
"Myiozetetes similis","Carnivore",0.028
"Nengetus cinereus","Carnivore",0.0571
"Neopipo cinnamomea","Carnivore",0.0077
"Neoxolmis coronatus","Carnivore",0.0468
"Neoxolmis rubetra","Carnivore",0.0363
"Neoxolmis rufiventris","Carnivore",0.077
"Neoxolmis salinarum","Carnivore",0.0251
"Nephelomyias lintoni","Carnivore",0.0098
"Nephelomyias ochraceiventris","Carnivore",0.0105
"Nephelomyias pulcher","Carnivore",0.0095
"Nesotriccus ridgwayi","Carnivore",0.011
"Ochthoeca cinnamomeiventris","Carnivore",0.012
"Ochthoeca diadema","Carnivore",0.0115
"Ochthoeca frontalis","Carnivore",0.01
"Ochthoeca fumicolor","Carnivore",0.0166
"Ochthoeca jelskii","Carnivore",0.0116
"Ochthoeca leucophrys","Carnivore",0.0131
"Ochthoeca oenanthoides","Carnivore",0.0177
"Ochthoeca piurae","Carnivore",0.0089
"Ochthoeca pulchella","Carnivore",0.012
"Ochthoeca rufipectoralis","Carnivore",0.01
"Ochthornis littoralis","Carnivore",0.0134
"Oncostoma cinereigulare","Carnivore",0.0064
"Oncostoma olivaceum","Carnivore",0.0066
"Ornithion brunneicapillus","Carnivore",0.0071
"Ornithion inerme","Carnivore",0.007
"Ornithion semiflavum","Carnivore",0.0066
"Phaeomyias murina","Omnivore",0.01
"Phelpsia inornata","Carnivore",0.0294
"Phyllomyias burmeisteri","Omnivore",0.0111
"Phyllomyias cinereiceps","Carnivore",0.0095
"Phyllomyias fasciatus","Carnivore",0.0103
"Phyllomyias griseiceps","Omnivore",0.0072
"Phyllomyias griseocapilla","Omnivore",0.008
"Phyllomyias nigrocapillus","Omnivore",0.0095
"Phyllomyias plumbeiceps","Omnivore",0.0103
"Phyllomyias reiseri","Carnivore",0.0075
"Phyllomyias sclateri","Carnivore",0.0092
"Phyllomyias urichi","Carnivore",0.0091
"Phyllomyias uropygialis","Carnivore",0.009
"Phyllomyias virescens","Carnivore",0.0082
"Phyllomyias weedeni","Carnivore",0.0085
"Phylloscartes beckeri","Carnivore",0.0087
"Phylloscartes ceciliae","Carnivore",0.0076
"Phylloscartes chapmani","Carnivore",0.008
